"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 170 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\ChatApp.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 170 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 185 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 187 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 200 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 161 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 161 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 172 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 204 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 36 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 36 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 36 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 37 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 38 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 39 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 41 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 41 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 41 MB."
"Message",Normal,"Running 'GetType' transform, heap at 41 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 42 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 42 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 42 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 45 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 45 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 51 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 52 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 57 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 57 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 57 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 57 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 64 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 64 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 64 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 64 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 64 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 64 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 65 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 65 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 65 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 66 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 93 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  3038 |         90 | Analysis"
"Message",Normal,"   878 |          0 | GenerateCodeAndCompile"
"Message",Normal,"   309 |         29 | Mcg"
"Message",Normal,"   241 |         21 | WriteAssemblies"
"Message",Normal,"   207 |         15 | ReducedCopyInitialize"
"Message",Normal,"   174 |         27 | Reducer"
"Message",Normal,"   169 |         32 | ReducedCopyComplete"
"Message",Normal,"    74 |        -39 | ReducedCopyLateMetadata"
"Message",Normal,"    60 |         16 | DumpNativeResources"
"Message",Normal,"    58 |       -168 | ReducedCopyCleanup"
"Message",Normal,"    57 |         13 | ReducedCopyPopulateTypes"
"Message",Normal,"    46 |         11 | ReducedCopyMethodBodies"
"Message",Normal,"    36 |          7 | CreateMetadata"
"Message",Normal,"    20 |          2 | McgTypeOf"
"Message",Normal,"    19 |          1 | McgRedirect"
"Message",Normal,"    18 |          5 | LazyGenerics"
"Message",Normal,"    18 |          6 | StaticInitData"
"Message",Normal,"    15 |          3 | TypeofTypeHandle"
"Message",Normal,"    10 |          1 | McgRedirect"
"Message",Normal,"     8 |          0 | SaveRVAStatics"
"Message",Normal,"     8 |          0 | ResourceExtractor"
"Message",Normal,"     5 |          1 | GetType"
"Message",Normal,"     5 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     4 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     4 |          0 | McgFixups"
"Message",Normal,"     2 |          1 | McgAccessor"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     1 |          1 | Delegate"
"Message",Normal,"     1 |          0 | EventSource"
"Message",Normal,"     1 |          0 | ReflectionIntrinsics"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 943 methods."
"Message",Low,"Scanning 2422 methods."
"Message",Low,"Scanning 1118 methods."
"Message",Low,"Scanning 351 methods."
"Message",Low,"Scanning 261 methods."
"Message",Low,"Scanning 112 methods."
"Message",Low,"Scanning 67 methods."
"Message",Low,"Scanning 64 methods."
"Message",Low,"Scanning 62 methods."
"Message",Low,"Scanning 28 methods."
"Message",Low,"Scanning 12 methods."
"Message",Low,"Scanning 7 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5449 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   2383"
"Message",Low,"Metadata blob size:          122074"
"Message",Low,"Method RVA - token map size: 19064"
"Message",Low,"Total native size:           141138"
"Message",Low,"Successfully generated 'D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.mdilexe'"
"Message",Low,"Successfully generated 'D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     1672 |     1672 |     1672 |     1672 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       1672 ms"
"Message",Normal,"System time per command: 1672 ms"
"Message",Normal,"Total duration:          1672 ms"
"Message",Normal,"Total lifetime:          1672 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x64\rc.exe /c ""65001"" /r /fo ""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x64\rc.exe /c ""65001"" /r /fo ""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |       15 |       15 |        0 |       15 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       15 ms"
"Message",Normal,"System time per command: 15 ms"
"Message",Normal,"Total duration:          0 ms"
"Message",Normal,"Total lifetime:          15 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\ILTransformed\ChatApp.res' at offset 0."
"Message",Normal," Added 'D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1368."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\rhbindargs.ChatApp.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.mdilexe"
"Message",Low,"MDILPDB: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.mdilpdb"
"Message",Low,"IL: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\MDIL\ChatApp.ilexe"
"Message",Low,"NI: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\Native\ChatApp.dll"
"Message",Low,"SHIM: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\Native\ChatApp.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\Native\ChatApp.pdb"
"Message",Low,"Produced D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\Native\ChatApp.dll in 0.218 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""D:\APP\ChatApp\ChatApp\obj\x64\Release\ilc\intermediate\rhbindargs.ChatApp.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      234 |      234 |      234 |      234 | [0] rhbind ChatApp"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       234 ms"
"Message",Normal,"System time per command: 234 ms"
"Message",Normal,"Total duration:          234 ms"
"Message",Normal,"Total lifetime:          234 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
